id,company_name,establishment_name,ein,street_address,city,state,zip_code,naics_code,industry_description,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths
1441394,Heritage Cooperative,Heritage Cooperative: Harrisburg IL Energy,270840775,920 West Bauman Lane,Harrisburg,IL,62946,424710,Petroleum Bulk Stations and Terminals,3,5651,2,0
1441395,Heritage Cooperative,Heritage Cooperative: Kenton Fertilizer,270840775,123 Bales Road,Kenton,OH,43326,424510,Grain and Field Bean Merchant Wholesaler,17,33358,2,0
1441396,Heritage Cooperative,Heritage Cooperative: Kenton Energy,270840775,1305 S. Main Street,Kenton,OH,43326,424710,Petroleum Bulk Stations and Terminals,6,11951,2,0
1441397,Heritage Cooperative,Heritage Cooperative: Kenton Grain,270840775,13118 State Route 31,Kenton,OH,43326,424510,Grain and Field Bean Merchant Wholesaler,22,30924,2,0
1441398,Heritage Cooperative,Heritage Cooperative: Lisbon Feed and Store,270840775,330 S. Lincoln Ave.,Lisbon,OH,44432,424510,Grain and Field Bean Merchant Wholesaler,24,39252,1,0
1441399,Heritage Cooperative,Heritage Cooperative: MAC Grain & Agronomy,270840775,15090 Scottslawn Road,Marysville,OH,43040,424510,Grain and Field Bean Merchant Wholesaler,24,35420,2,0
1441400,Heritage Cooperative,Heritage Cooperative: Marysville Bulk Plant ,270840775,1837 Milford Rd,Marysville,OH,43040,424710,Petroleum Bulk Stations and Terminals,4,8486,2,0
1441401,Heritage Cooperative,Heritage Cooperative: Marietta Store,270840775,219 Third Street,Marietta,OH,45750,424510,Grain and Field Bean Merchant Wholesaler,12,17871,2,0
1441402,Heritage Cooperative,Heritage Cooperative: McCutchenville Grain & Ag,270840775,8741 State Route 53 N,McCutchenville,OH,44844,424510,Grain and Field Bean Merchant Wholesaler,3,4659,2,0
1441403,Heritage Cooperative,Heritage Cooperative: Mechanicsburg Agronomy,270840775,11589 State Route 29,Mechanicsburg,OH,43044,424510,Grain and Field Bean Merchant Wholesaler,15,24646,2,0
1441404,Heritage Cooperative,Heritage Cooperative: Mechanicsburg Store,270840775,140 S Main Street,Mechanicsburg,OH,43044,424510,Grain and Field Bean Merchant Wholesaler,8,12209,2,0
1441405,Heritage Cooperative,Heritage Cooperative: Mechanicsburg Grain,270840775,140 South Main Street,Mechanicsburg,OH,43044,424510,Grain and Field Bean Merchant Wholesaler,17,17205,2,0
1441406,Heritage Cooperative,Heritage Cooperative: Shur Grow (Mech Seed),270840775,6239 State Route 187,Mechanicsburg,OH,43044,424510,Grain and Field Bean Merchant Wholesaler,6,9691,2,0
1441407,Heritage Cooperative,Heritage Cooperative: Milford Center Store,270840775,118 South Mill Street,Milford Center,OH,43045,424510,Grain and Field Bean Merchant Wholesaler,1,2255,2,0
1441408,Heritage Cooperative,Heritage Cooperative: Nashport (Hanby Farms),270840775,10790 Newark Road,Nashport,OH,43830,424510,Grain and Field Bean Merchant Wholesaler,58,94788,1,0
1441409,Heritage Cooperative,Heritage Cooperative: New Philadelphia Energy Office,270840775,1013 Front Ave SW,New Philadelphia,OH,44668,424710,Petroleum Bulk Stations and Terminals,113,188737,1,0
1441410,Heritage Cooperative,Heritage Cooperative: New Philadelphia Grain & Store,270840775,1062 West High Ave,New Philadelphia,OH,44663,424510,Grain and Field Bean Merchant Wholesaler,10,17221,2,0
1441411,Heritage Cooperative,Heritage Cooperative: Newark Bulk Plant,270840775,90 South Williams Street,Newark,OH,43055,424710,Petroleum Bulk Stations and Terminals,4,7401,2,0
1441412,Heritage Cooperative,Heritage Cooperative: Newport Ag,270840775,7265 State Route 38 SE,London,OH,43140,424510,Grain and Field Bean Merchant Wholesaler,14,29815,2,0
1441413,Heritage Cooperative,Heritage Cooperative: Pleasant City Feed,270840775,56683 Marietta Road,Pleasant City,OH,43772,424510,Grain and Field Bean Merchant Wholesaler,8,16813,2,0
1441414,Heritage Cooperative,Heritage Cooperative: Richwood Grain,270840775,252 North Franklin Street,Richwood,OH,43344,424510,Grain and Field Bean Merchant Wholesaler,7,11581,2,0
1441415,Heritage Cooperative,Heritage Cooperative: Sycamore Agronomy,270840775,2477 Township Highway 31,Sycamore,OH,44882,424510,Grain and Field Bean Merchant Wholesaler,14,19771,2,0
1441416,Heritage Cooperative,Heritage Cooperative: Thackery Grain,270840775,8130 State Route 55,Springfield,OH,45502,424510,Grain and Field Bean Merchant Wholesaler,5,7377,2,0
1441417,Heritage Cooperative,Heritage Cooperative: Upper Sandusky Ag,270840775,11717 County Road 108,Upper Sandusky,OH,43351,424510,Grain and Field Bean Merchant Wholesaler,13,23235,2,0
1441418,Heritage Cooperative,Heritage Cooperative: Upper Sandusky Grain,270840775,520 W Wyandot Avenue,Upper Sandusky,OH,43351,424510,Grain and Field Bean Merchant Wholesaler,17,33696,2,0
1441419,Heritage Cooperative,"Heritage Cooperative: Urbana Grain, Tire, Ag & Energy",270840775,304 Bloomfield Avenue,Urbana,OH,43078,424510,Grain and Field Bean Merchant Wholesaler,36,54305,1,0
1441420,Heritage Cooperative,Heritage Cooperative: Vanlue Grain,270840775,400 Center Street,Vanlue,OH,45890,424510,Grain and Field Bean Merchant Wholesaler,4,5977,2,0
1441421,Heritage Cooperative,Heritage Cooperative: Waterford Ag,270840775,4702 Milner Road,Waterford,OH,45786,424510,Grain and Field Bean Merchant Wholesaler,9,24223,2,0
1441422,Heritage Cooperative,Heritage Cooperative: West Liberty Grain,270840775,420 Runkle Street,West Liberty,OH,43357,424510,Grain and Field Bean Merchant Wholesaler,4,7510,2,0
1441423,Heritage Cooperative,Heritage Cooperative: Westville Ag,270840775,26661 State Route 62,Beloit,OH,44609,424510,Grain and Field Bean Merchant Wholesaler,15,38134,2,0
1441424,Heritage Cooperative,Heritage Cooperative: Woodsfield Store,270840775,113 East Marietta Street,Woodsfield,OH,43793,424510,Grain and Field Bean Merchant Wholesaler,4,9142,2,0
1441425,M.B. Kahn Construction Co. Inc.,Lexington School District 1,570347524,100 Tarrar Springs Rd.,Lexington,SC,29072,236220, Educational building construction ,10,20220,1,0
1441426,COUNTY OF YELLOW MEDICINE ISD 891,Canby Secondary School,416004867,106 Ring Ave. North,Canby,MN,56220,611110,K-12 Education,41,56130,2,0
1441427,COUNTY OF YELLOW MEDICINE ISD 891,Bus Garage,416004867,600 First Street West,Canby,MN,56220,611110,K-12 Education,11,10039,2,0
1441428,COUNTY OF YELLOW MEDICINE ISD 891,Canby Elementary School,416004867,601 Fourth Street West,Canby,MN,56220,611110,K-12 Education,49,73040,2,0
1441429,COUNTY OF YELLOW MEDICINE ISD 891,Canby Public Schools,416004867,307 First Street West,Canby,MN,56220,611110,K-12 Education,5,7366,2,0
1441430,Advanced Assembly LLC,Advanced Assembly LLC,810654787,"20100 E 32nd Parkway, Suite 225",Aurora,CO,80011,334412," Printed circuit boards, bare, manufacturing ",108,202775,1,0
1441431,"Cowan Systems, LLC.",BJs Uxbridge,208004972,869 Quaker Highway,Uxbridge,MA,1569,484121," General freight trucking, long-distance, truckload (TL) ",140,279209,1,0
1441432,M. B. Kahn Construction Co. Inc,M. B. Kahn Construction Management Div,570347524,101 Flint Lake Rd,Columbia,SC,29223,236220," Construction management, commercial and institutional building ",18,35278,2,0
1441433,General Dynamics,General Dynamics Electric Boat Corp,,165 Dillabur Ave,North Kingstown ,RI,2852,336611," Shipyard (i.e., facility capable of building ships) ",4847,8706864,1,1
1441434,M. B. Kahn Construction Co. Inc,M. B. Kahn North Charleston Parking Deck,570347524,5001 Coliseum Dr.,Charleston,SC,29418,236220, Parking garage construction ,4,8116,2,0
1441435,Prairie Construction Company,Prairie Construction Company,470728803,13316 B Street,Omaha,NE,68144,236220, Commercial building construction general contractors ,33,69254,1,0
1441436,"Homestead Log Homes, Inc.","Homestead Log Homes, Inc.",930793914,6301 Crater Lake Hwy,Central Point,OR,97502,321992," Buildings, prefabricated, wood, manufacturing ",17,28167,2,0
1441437,M.B. Kahn Construction Co. Inc.,McCraken Middle School,570347524,610 Emory Rd.,Spartanburg,SC,29307,236220, Educational building construction ,2,3723,2,0
1441438,Highgate Hotels LP,Fairfield Inn & Suites by Marriott,,1201 N Main,Roswell,NM,88201,721110, Hotels (except casino hotels) ,20,11515,2,0
1441439,HOYA,HOYA Vision Care,820589628,651 Corporate Drive,Lewisville,TX,75057,339115," Magnifiers, corrective vision-type, manufacturing ",453,831661,1,0
1441440,M.B. Kahn Construction Co. Inc.,Richland County Schools,570347524,124 Reardon Way,Columbia,SC,29223,236220," Addition, alteration and renovation, commercial and institutional building ",15,29655,2,0
1441441,Northfork Electric Cooperative,Northfork Electric Cooperative,730375288,"18920 E 1170 rd, P O Box 400",Sayre,OK,73662,221122, Electric power distribution systems ,36,59759,1,0
1441442,"Sheridan Electric Co-op, Inc.","Sheridan Electric Co-op, Inc.",810216871,6408 Hwy 16 South,Medicine Lake,MT,59247,221122, Distribution of electric power ,24,51812,2,0
1441443,"Wilkins, Kaiser & Olsen, Inc.","Wilkins, Kaiser & Olsen, Inc.",910742853,2022 Wind River Hwy,Carson,WA,98610,321113," Dimension lumber, softwood, made from logs or bolts ",119,293935,1,0
1441444,"Harmon Overhead Door, Inc.","Harmon Overhead Door, Inc.",710611072,4350 Rixie Rd.,North Little Rock,AR,72117,444190, Garage door dealers ,23,45817,1,0
1441445,Avery Dennison,Avery Dennison - Fort Wayne,951492269,3011 Independence Drive,Fort Wayne,IN,46808,322220, Pressure sensitive paper and tape (except medical) made from purchased materials ,68,126605,2,0
1441446,"Dustcom Limited, Inc.","Dustcom Limited, Inc",582389447,Po Box 7724,Garden City,GA,314187724,238910," Excavating, earthmoving, or land clearing contractors ",62,145680,1,0
1441447,CENTRE PHARMACY,CENTRE PHARMACY,841278276,915 CENTRE AVE SUITE 4,FORT COLLINS,CO,80526,446110, Pharmacies ,14,23559,2,0
1441448,"Cowan Systems, LLC.",BJs Burlington/Burlington Local/National Road,208004972,1810 River Road,Burlington,NJ,8016,484121," General freight trucking, long-distance, truckload (TL) ",431,652000,1,0
1441449,Langston Companies Inc.,3rd Street Memphis Langston Bags,620442511,1760 S. Third Street,Memphis,TN,38109,322220," Bags, multiwall, made from purchased uncoated paper ",38,91620,1,0
1441450,,Gardens Assisted Living,870328158,1450 9th St,Ogden,UT,84404,623311, Assisted-living facilities with on-site nursing facilities ,34,41914,1,0
1441451,"Haak Farm Administrative Services, Inc.","Haak Farm Administrative Services, Inc",812402740,840 Kellum Road,Outlook,WA,98938,111331, Apple orchards ,129,257054,1,0
1441452,Consolidated Companies Inc.,Consolidated Companies Inc.,470668745,6900 Van Dorn St Ste 21,Lincoln,NE,68506,551112, Public utility holding companies ,52,103248,1,0
1441453,ENE SYSTEMS OF NH,ENE OF NH,474706387,155 RIVER RD  UNIT-10,BOW,NH,3304,238220," HVAC (heating, ventilation and air-conditioning) contractors ",71,34771,1,0
1441454,"Blue Iron Foundations and Shoring, LLC","Blue Iron Foundations and Shoring, LLC",271666568,3545 Carlin Dr,West Sacramento,CA,95691,237310," Repair, highway, road, street, bridge or airport runway ",51,106320,2,0
1441455,Sigma Marble & Granite ,Sigma Terrazzo ,823213591,8310 Chancellor Row,Dallas,TX,75247,238340, Terrazzo contractors ,18,36000,2,0
1441456,"Pratt (Converting Division Memphis), LLC","Pratt (Converting Division Memphis), LLC",261236148,3835 Knight Road Suite 1,Memphis,TN,38118,322211, Corrugated paper made from purchased paper or paperboard ,40,102112,1,0
1441457,,WILLOW BEND NURSING & REHABILITATION,,2231 US HWY 80 EAST ,MESQUITE,TX,75150,623110, Skilled nursing facilities ,148,255886,2,0
1441458,Park Manor of Tomball,Park Manor of Tomball,611500560,"Park Manor of Tomball, 250 School Street",Tomball,TX,77375,623110, Skilled nursing facilities ,91,161739,1,0
1441459,FORREST AND ASSOCIATE INC,"Forrest & Associate, Inc.",420863878,817 SW 9th St (optional),Des Moines,IA,50309,238140, Masonry contractors ,73,82384,1,0
1441460,Cell Culture Company LLC,Cell Culture Company LLC,475182103,8500 Evergreen Blvd NW,Coon Rapids,MN,55433,325413," Diagnostic substances, in-vitro, manufacturing ",22,38806,2,0
1441461,"ENE Systems, Inc","ENE Systems, Inc.",42956130,"480 NEPONSET STREET, SUITE-11D",CANTON,MA,2021,238290," Insulation, boiler, duct and pipe, installation ",163,306879,1,0
1441462,"Ryder System, Inc.","Ryder System, Inc.",590747035,8305 N Lamar Blvd,Austin,TX,78753,811310, Heavy machinery and equipment repair and maintenance services ,28,56000,1,0
1441463,Cooper Oates Air Conditioning,Cooper Oates Air Conditioning,680238506,6250 Sky Creek Drive,Sacramento,CA,95828,238220, Heating and cooling duct work installation ,54,112409,2,0
1441464,,Riverside County,330521926,225 Jason Ct,Corona,CA,92879,337110,Cabinet Manufacturer & Installation,51,126180,1,0
1441465,"C&C Clean Team Enterprises, LLC  DBA  Widmer's","C&C Clean Team Enterprises, LLC  DBA  Widmer's",261924385,2016 Madison Rd.,Cincinnati,OH,45208,812320," Agents, laundry and drycleaning ",107,139100,2,0
1441466,,Orange County,330521926,225 Jason Ct,Corona,CA,92879,337110,Cabinet Manufacturer & Installation,51,134579,2,0
1441467,,Los Angeles County,330521926,225 Jason Ct,Corona,CA,92879,337110,Cabinet Manufacturer & Installation,51,121865,2,0
1441468,,San Bernardino County,330521926,225 Jason Ct,Corona,CA,92879,337110,Cabinet Manufacturer & Installation,51,119762,2,0
1441469,,San Diego County,330521926,225 Jason Ct,Corona,CA,92879,337110,Cabinet Manufacturer & Installation,51,122739,2,0
1441470,"EMERGENCY AUTOMOTIVE TECHNOLOGIES, INC",EMERGENCY AUTOMOTIVE TECHNOLOGIES INC,411931717,2755 GENEVA AVENUE NORTH,OAKDALE,MN,55128,441310," Parts and accessories dealers, automotive ",36,67731,1,0
1441471,"Cowan Systems, LLC.",Corporate/Baltimore General/ RE Michel/Regional Road/Sparrows Point,208004972,4555 Hollins Ferry Road,Halethorpe,MD,21227,484121," General freight trucking, long-distance, truckload (TL) ",296,590288,1,0
1441472,City of Tuscola,City of Tuscola,376000727,214 N Main ST,Tuscola,IL,61953,921110, City and town managers' offices ,120,58121,1,0
1441473,Boston Scientific,Boston Scientific - Quincy,42695240,500 Commander Shea Blvd.,Quincy,MA,2171,493110," Warehousing and storage, general merchandise ",478,950859,1,0
1441474,Color Reflections of Fort Lauderdale LLC,Color Reflections of Fort Lauderdale LLC,,2960 Stirling Road,Hollywood,FL,33020,323111," Printing, digital (e.g., billboards, other large format graphical materials, high resolution) (except books, grey goods) ",18,39600,2,0
1441475,SNE BUILDING SYSTEMS,SNE BUILDING SYSTEMS,61163000,29H KRIPES RD,EAST GRANBY,CT,6026,334512," Building services monitoring controls, automatic, manufacturing ",32,66560,1,0
1441476,Felker Brothers Corporation,Felker Brothers Corporation,,125 Beaver Trail Road,Glasgow,KY,42141,331210," Pipe (e.g., heavy riveted, lock joint, seamless, welded) made from purchased iron or steel ",70,133936,1,0
1441477,"Vreeman Construction Co., Inc.","Vreeman Construction Co., Inc.",,10029 Highway 7 SE,Clara City,MN,56222,238910," Backfilling, construction ",20,38287,1,0
1441478,The Allied Group Inc,Martin St,,30 Martin St,Cumberland,RI,2864,323111," Offset printing (except books, printing grey goods) ",283,432788,1,0
1441479,The Allied Group Inc,Amflex Drive,,25 Amflex Drive,Cranston,RI,2921,323111," Offset printing (except books, printing grey goods) ",283,432788,1,0
1441480,The Allied Group Inc,Bucklin St,833847947,333 Bucklin St,Providence,RI,2907,323111," Offset printing (except books, printing grey goods) ",283,432788,1,0
1441481,"ATX Environmental Solutions, LLC",ATX Corporate,264357323,"1205 Sheldon Cove, Ste 1K",Austin,TX,78753,238220," HVAC (heating, ventilation and air-conditioning) contractors ",36,68908,1,0
1441482,"Strategic Sanitation Services, Inc.","Strategic Sanitation Services, Inc.",,25801 Obrero Dr Ste 11,Mission Viejo,CA,926913141,562111, Garbage collection services ,52,124897,1,0
1441483,Koch Foods,Koch Foods Breeder/Broiler,,257 Union Grove Road,Crossville,AL,35062,112320, Broiler chicken production ,20,36615,2,0
1441484,"Platinum Ventures, Inc.",Curtis Restaurant Supply,421560514,6577 E 40th St,Tulsa,OK,74145,423740," Beverage coolers, mechanical, merchant wholesalers ",26,51689,1,0
1441485,"Journey Fulfillment, Inc.",Office/Warehouse,,"12820 S Memorial Dr, Suite 112",Bixby,OK,74008,423690, Cellular telephones merchant wholesalers ,33,53789,2,0
1441486,"Fred F. Collis & Sons, Inc.","Fred F. Collis & Sons, Inc.",160976821,5092 Commercial Drive,Yorkville,NY,13495,238220," Heating, ventilation and air-conditioning (HVAC) contractors ",62,107096,1,0
1441487,Aeronaut Brewing Co.,Aeronaut Brewing Company - Somerville,461874337,"14 Tyler St., Floor 1",Somerville,MA,2143,312120, Beer brewing ,44,57228,2,0
1441488,The Medical Team ,The Medical Team,541087014,17197 Laurel Park Suite 572,Livonia ,MI,48152,621610, Home health agencies ,876,1270125,1,0
1441489,Keokuk Municipal Waterworks,Keokuk Municipal Waterworks,426004831,20 N 4th St.,Keokuk,IA,52632,221310, Water treatment plants ,23,45623,2,0
1441490,,"GERONIMO ALLOYS, LLC",,285 NAVARRO DRIVE,SEGUIN,TX,78155,332710, Machine shops ,28,40137,1,0
1441491,Koch Foods,Koch Foods Crossville Hatchery,,257 Union Grove Road,Crossville,AL,35062,112340, Chicken hatcheries ,67,115314,1,0
1441492,"Platinum Underground, LLC","Platinum Underground, LLC ",831327213,3200 Vortac LN,Georgetown,TX,78628,237130," Cable laying (e.g., cable television, electricity, marine, telephone), including underground ",53,141956,2,0
